name,text,Lidor,Liora,Roee,Barak,Ania,Or,Ben,Skyler
USSEN_AL_JONES_CAREER_POLITICIANS," Had enough of career. Politicians think kitchen table issues matter. Meet Doug Jones. I'll work across party lines to create jobs and get wages up, fix healthcare so it really is affordable and give our children a first rate education. And I can work with the Republicans better than Roy Moore can work with anyone and get it done. I'll work for you. I'm Doug Jones, and I approve this message. Because Washington's broken and I want to change that. For Alabama. Doug Jones for U S Senate.",0,0,0,0,0,0,center,center
USSEN_AL_JONES_CONFIRMED," Doug jones confirmed his u. S. Attorney by a republican senate, including richard shelby and jeff sessions. Doug jones got justice for alabama, prosecuting the clan, bomb the church, taking on the healthcare companies, and prosecuting executives for ripping off consumers. Doug jones rising above the politics to defend the constitution, work across party lines, and get things done. I'm doug jones, and I approve this message because washington is broken and I want to change.",0,0,0,0,0,0,center,center
USSEN_AL_JONES_DISTURBING_ACTIONS," I'm Doug Jones, and I approve this message on Roy Moore's disturbing actions. Ivanka Trump says, there is a special place in hell for people who prey on children, and I have no reason to doubt the victim's accounts. Jeff Sessions says, I have no reason to doubt these young women. And Richard Shelby says he will absolutely not vote for Roy Moore. Conservative voices putting children and women over party, doing what's right.",0,0,0,0,0,0,center,center
USSEN_AL_JONES_FIX_IT," If it's broken, fix it. Health care, it's broken. You know it and I know it. But Roy Moore's grandstanding and extreme views will do nothing to fix it. And its policies will take us back to the past. I'm Doug Jones. I approve this message, and I'll work across party lines with honor and civility, not to pick sides, but to find common ground so we can bring down premiums, expand access, and fix our broken health care together.",0,0,0,0,0,0,center,center
USSEN_AL_JONES_JUST_CAN'T_DO_IT," I'm a lifelong Republican, but I just can't do it. I can't vote for Roy Moore. He's already been removed from office twice. This time it's even worse. You read the story and it just shakes you just awful. I just don't trust him. Two devices don't decency and integrity matter anymore. I'm a Republican, but Roy Moore. No way. I'm for Doug Jones. I'm another Republican for Doug Jones. I'm Doug Jones and I approved.",0,0,0,0,0,0,center,center
USSEN_AL_JONES_KLANSMAN," I looked up at Judge Jim Garrett and I said, you're Honor, the State of Alabama arrest its case. Klansmen bombed a black church in Birmingham, killing four little girls. U. S. Attorney Doug Jones prosecuted the Klansmen and got justice for Alabama. We've come so far since the is dark days but we still have a ways to go. I'm Doug Jones, and I approve this message. Because it's time Alabama, to stand up for the Constitution against violence and for unity. And on December 12, Alabama can lead the way.",0,0,0,0,0,0,center,both
USSEN_AL_JONES_LYING_AGAIN, Roy moore is lying a guest time about doug jones. Doug Jones reporters in a strong military fought prosecutor and strongly supports endemic and the abortion attacks. Doug Jones does not support late term abass. Roy Moore lied to his Alabama women. Now. He's lying. Jones too. Think about it. Whoever looked you in the eye and told you that Doug Jones and I approved doesn't.,0,0,0,0,0,0,center,0
USSEN_AL_JONES_PRESCHOOL," Roy Moore compares preschool in early childhood education to Nazi indoctrination. Folks, we're 49th in education because of thinking like that. Preschool is one of the best investments we can make in our kids and our economy. I'll work across party lines for preschool and smaller class sizes. Alabama, let's not let Roy warcraft us further behind. I'm Doug Jones, and I prove this message because education is Alabama's future.",0,0,0,0,0,0,center,center
USSEN_AL_JONES_REALITY_CHECK," Washington s Broken think both parties need a reality check? Meet Doug Jones. I'm running for the US. Senate because our leaders have lost sight of what it means to serve. Continuing to divide us won't make a positive difference in people's lives. We need more voices of reason who will listen to us. We need leaders people can talk to and trust, even if they don't agree on everything. I'm Doug Jones, and I approve this message because Washington is broken, and I want to change that for.",0,0,0,0,0,0,center,both
USSEN_AL_JONES_SON_OF_A_STEEL_WORKER," Roy Moore's attacks on me just aren't true. I'm the son of an Alabama steelworker. Proud I was confirmed as us. Attorney by a Republican Senate, prouder of my record as a tough prosecutor in putting criminals behind bars. I'm a hard hunter who supports the Second Amendment, and I'll always support a strong military in getting our troops the resources they deserve. I'm Doug Jones, and I approve this message because I wanted you to hear directly from me to set the record straight.",0,0,0,0,0,0,center,center
USSEN_AL_JONES_THINK_ABOUT_IT," I'm Doug Jones, and I approve this message. Roy Moore. Think about it. Moore's already been removed from office twice. His grandstanding and divisiveness will only make Washington worse. His controversial and extreme views, bad for Alabama business. His conduct so disabled. Disturbing, senator Shelby will not vote for him. Incumbent upon me to vote Republican but to write in some distinguished person's name rather than Judge Moore. I will not be voting for Judge Moore.",0,0,0,0,0,0,center,center
USSEN_AL_MOORE_BIGGEST_THREAT," My name's Roy Moore, and I approve this message. Washington insiders see Judge Roy Moore as their biggest threat because he won't retreat on repealing Obamacare, doesn't tolerate backroom deals and won't kiss the establishment's ring millions on false ads against more. And they'll do it again. But we trust Roy Moore. He's a statesman who will take a stand no matter how tough the issue. So Washington, Alabama stands with Roy Moore. And we are coming.",0,0,0,0,0,0,center,base
USSEN_AL_MOORE_CLEAR_CHOICE," My name's Roy Moore, and I prove this message. On December 12, we'll have a clear choice for our next senator. The real people of Alabama support Judge Roy Moore. I support Judge Roy Moore because he will cut spending and balance our budget. I support Judge Roy roy Moore he's a staunch defender of our laws and our kids. I really trust Roy Moore. Judge Roy Moore will not be changed by Washington, DC. Moore will change Washington. Roy Moore, our voice, leadership we can trust. ",0,0,0,0,0,0,center,base
USSEN_AL_MOORE_FEARLESS," Roy's faith is what makes him fearless as a father, a leader or a soldier. In Vietnam. And when liberals attacked our religious liberty and the sanctity of marriage, roy lost his job because he would not back down. I know Washington does doesn't like our value and that he won't bend his knee. But if they think millions and false ads will stop him, they don't know. Roy Moore. We appreciate your vote on September 26. I'm Roy Moore, and I approve this message and love the messenger. ",0,0,0,0,0,0,base,base
USSEN_AL_MOORE_FRUSTRATED," I'm Roy Moore and I approve this message. Of course I'm frustrated by the false negative ads. What we need to do is get on with the business of this country. Repeal Obamacare, build the wall, reform the tax system, and get rid of the IRS. Republican establishment has failed us. I fought for this country in Vietnam. I fought against liberal judges in the courtroom. And I'll fight for you in the United States Senate, so help me God. Please. Vote on Tuesday, September 26. America is counting on you. I.",0,0,0,0,0,0,base,base
USSEN_AL_MOORE_GUTTED_OUR_MILITARY," My name is Roy Moore and I approve this message. For eight years, Barack Obama gutted our military and put America's security at risk. A west point graduate and Vietnam veteran, roy Moore believes in peace through strength. And he's proud of Alabama sama's role supplying our troops more will fight to rebuild our military, investing in missile defense and the most advanced warplanes and ships in the world. That means a safer America and more jobs for Alabama. Roy Moore leadership we can trust.",0,0,0,0,0,0,center,center
USSEN_AL_MOORE_HONORABLE_SERVICE," My name's Roy Moore, and I approve this message. Five state campaigns, 40 years of honorable service. Roy Moore has been intensely scrutinized and not a hint of scandal. But four weeks before the election, false allegations schemed by liberal lease and the Republican establishment to protect their big government trough. But we know a vote for Roy Moore means conservative judges tax cuts and rebuilding the military. Roy Moore the right choice.",0,0,0,0,0,0,both,base
